x_red,x_yellow,x_green,s_red,s_yellow,s_green
36.17974765,5.978880765,25.4881848,1365.170983,1496.592901,1411.696326
32.61194572,5.978880765,30.82952636,1380.69661,1496.592901,1388.452975
34.39535255,5.978880765,27.26764671,1372.935947,1496.592901,1403.95283
32.61194572,5.978880765,30.82952636,1380.69661,1496.592901,1388.452975
36.17974765,5.978880765,37.96513186,1365.170983,1496.592901,1357.401716
34.39535255,5.978880765,36.17974765,1372.935947,1496.592901,1365.170983
36.17974765,5.978880765,37.96513186,1365.170983,1496.592901,1357.401716
34.39535255,5.978880765,36.17974765,1372.935947,1496.592901,1365.170983
37.96513186,5.978880765,36.17974765,1357.401716,1496.592901,1365.170983
39.75150599,5.978880765,36.17974765,1349.628141,1496.592901,1365.170983
36.17974765,5.978880765,36.17974765,1365.170983,1496.592901,1365.170983
39.75150599,5.978880765,36.17974765,1349.628141,1496.592901,1365.170983
37.96513186,5.978880765,36.17974765,1357.401716,1496.592901,1365.170983
39.75150599,5.978880765,36.17974765,1349.628141,1496.592901,1365.170983
36.17974765,5.978880765,36.17974765,1365.170983,1496.592901,1365.170983
37.96513186,5.978880765,36.17974765,1357.401716,1496.592901,1365.170983
39.75150599,5.978880765,36.17974765,1349.628141,1496.592901,1365.170983
37.96513186,5.978880765,36.17974765,1357.401716,1496.592901,1365.170983
41.53887086,5.978880765,36.17974765,1341.850254,1496.592901,1365.170983
37.96513186,5.978880765,36.17974765,1357.401716,1496.592901,1365.170983
41.53887086,5.978880765,36.17974765,1341.850254,1496.592901,1365.170983
39.75150599,5.978880765,43.3272273,1349.628141,1496.592901,1334.068052
41.53887086,5.978880765,41.53887086,1341.850254,1496.592901,1341.850254
39.75150599,5.978880765,39.75150599,1349.628141,1496.592901,1349.628141
37.96513186,5.978880765,41.53887086,1357.401716,1496.592901,1341.850254
39.75150599,5.978880765,41.53887086,1349.628141,1496.592901,1341.850254
37.96513186,5.978880765,45.11657615,1357.401716,1496.592901,1326.281532
39.75150599,5.978880765,45.11657615,1349.628141,1496.592901,1326.281532
37.96513186,5.978880765,43.3272273,1357.401716,1496.592901,1334.068052
39.75150599,5.978880765,45.11657615,1349.628141,1496.592901,1326.281532
43.3272273,4.211175381,45.11657615,1334.068052,1504.285237,1326.281532
41.53887086,5.978880765,43.3272273,1341.850254,1496.592901,1334.068052
43.3272273,4.211175381,43.3272273,1334.068052,1504.285237,1334.068052
43.3272273,5.978880765,41.53887086,1334.068052,1496.592901,1341.850254
41.53887086,4.211175381,43.3272273,1341.850254,1504.285237,1334.068052
43.3272273,5.978880765,45.11657615,1334.068052,1496.592901,1326.281532
43.3272273,4.211175381,43.3272273,1334.068052,1504.285237,1334.068052
45.11657615,4.211175381,46.90691821,1326.281532,1504.285237,1318.49069
45.11657615,5.978880765,45.11657615,1326.281532,1496.592901,1326.281532
46.90691821,4.211175381,46.90691821,1318.49069,1504.285237,1318.49069
45.11657615,5.978880765,48.69825432,1326.281532,1496.592901,1310.695522
46.90691821,4.211175381,48.69825432,1318.49069,1504.285237,1310.695522
45.11657615,5.978880765,48.69825432,1326.281532,1496.592901,1310.695522
46.90691821,4.211175381,48.69825432,1318.49069,1504.285237,1310.695522
45.11657615,5.978880765,46.90691821,1326.281532,1496.592901,1318.49069
46.90691821,4.211175381,52.28391201,1318.49069,1504.285237,1295.092195
45.11657615,5.978880765,50.49058531,1326.281532,1496.592901,1302.896025
45.11657615,4.211175381,50.49058531,1326.281532,1504.285237,1302.896025
45.11657615,5.978880765,50.49058531,1326.281532,1496.592901,1302.896025
48.69825432,5.978880765,50.49058531,1310.695522,1496.592901,1302.896025
46.90691821,4.211175381,48.69825432,1318.49069,1504.285237,1310.695522
48.69825432,5.978880765,46.90691821,1310.695522,1496.592901,1318.49069
46.90691821,4.211175381,46.90691821,1318.49069,1504.285237,1318.49069
46.90691821,5.978880765,48.69825432,1318.49069,1496.592901,1310.695522
48.69825432,4.211175381,48.69825432,1310.695522,1504.285237,1310.695522
46.90691821,4.211175381,46.90691821,1318.49069,1504.285237,1318.49069
46.90691821,4.211175381,46.90691821,1318.49069,1504.285237,1318.49069
46.90691821,4.211175381,45.11657615,1318.49069,1504.285237,1326.281532
46.90691821,5.978880765,50.49058531,1318.49069,1496.592901,1302.896025
48.69825432,4.211175381,46.90691821,1310.695522,1504.285237,1318.49069
48.69825432,5.978880765,43.3272273,1310.695522,1496.592901,1334.068052
48.69825432,4.211175381,46.90691821,1310.695522,1504.285237,1318.49069
48.69825432,4.211175381,48.69825432,1310.695522,1504.285237,1310.695522
48.69825432,4.211175381,46.90691821,1310.695522,1504.285237,1318.49069
48.69825432,4.211175381,48.69825432,1310.695522,1504.285237,1310.695522
48.69825432,5.978880765,46.90691821,1310.695522,1496.592901,1318.49069
48.69825432,4.211175381,48.69825432,1310.695522,1504.285237,1310.695522
52.28391201,5.978880765,50.49058531,1295.092195,1496.592901,1302.896025
50.49058531,4.211175381,48.69825432,1302.896025,1504.285237,1310.695522
48.69825432,5.978880765,48.69825432,1310.695522,1496.592901,1310.695522
52.28391201,4.211175381,46.90691821,1295.092195,1504.285237,1318.49069
52.28391201,4.211175381,48.69825432,1295.092195,1504.285237,1310.695522
52.28391201,5.978880765,46.90691821,1295.092195,1496.592901,1318.49069
52.28391201,4.211175381,48.69825432,1295.092195,1504.285237,1310.695522
52.28391201,5.978880765,48.69825432,1295.092195,1496.592901,1310.695522
52.28391201,5.978880765,46.90691821,1295.092195,1496.592901,1318.49069
54.07823524,4.211175381,48.69825432,1287.284029,1504.285237,1310.695522
52.28391201,5.978880765,48.69825432,1295.092195,1496.592901,1310.695522
52.28391201,4.211175381,46.90691821,1295.092195,1504.285237,1318.49069
52.28391201,5.978880765,48.69825432,1295.092195,1496.592901,1310.695522
52.28391201,5.978880765,48.69825432,1295.092195,1496.592901,1310.695522
52.28391201,5.978880765,46.90691821,1295.092195,1496.592901,1318.49069
52.28391201,5.978880765,48.69825432,1295.092195,1496.592901,1310.695522
52.28391201,4.211175381,50.49058531,1295.092195,1504.285237,1302.896025
54.07823524,5.978880765,48.69825432,1287.284029,1496.592901,1310.695522
52.28391201,4.211175381,50.49058531,1295.092195,1504.285237,1302.896025
54.07823524,5.978880765,50.49058531,1287.284029,1496.592901,1302.896025
52.28391201,4.211175381,52.28391201,1295.092195,1504.285237,1295.092195
54.07823524,5.978880765,50.49058531,1287.284029,1496.592901,1302.896025
52.28391201,5.978880765,52.28391201,1295.092195,1496.592901,1295.092195
54.07823524,5.978880765,52.28391201,1287.284029,1496.592901,1295.092195
52.28391201,5.978880765,52.28391201,1295.092195,1496.592901,1295.092195
54.07823524,5.978880765,52.28391201,1287.284029,1496.592901,1295.092195
52.28391201,4.211175381,54.07823524,1295.092195,1504.285237,1287.284029
54.07823524,5.978880765,52.28391201,1287.284029,1496.592901,1295.092195
52.28391201,4.211175381,52.28391201,1295.092195,1504.285237,1295.092195
54.07823524,4.211175381,52.28391201,1287.284029,1504.285237,1295.092195
54.07823524,4.211175381,54.07823524,1287.284029,1504.285237,1287.284029
52.28391201,4.211175381,55.87355585,1295.092195,1504.285237,1279.471522
54.07823524,4.211175381,54.07823524,1287.284029,1504.285237,1287.284029
54.07823524,4.211175381,52.28391201,1287.284029,1504.285237,1295.092195
54.07823524,4.211175381,54.07823524,1287.284029,1504.285237,1287.284029
54.07823524,4.211175381,54.07823524,1287.284029,1504.285237,1287.284029
54.07823524,4.211175381,55.87355585,1287.284029,1504.285237,1279.471522
54.07823524,4.211175381,54.07823524,1287.284029,1504.285237,1287.284029
54.07823524,2.444444444,55.87355585,1287.284029,1511.973333,1279.471522
54.07823524,2.444444444,54.07823524,1287.284029,1511.973333,1287.284029
54.07823524,2.444444444,55.87355585,1287.284029,1511.973333,1279.471522
54.07823524,2.444444444,55.87355585,1287.284029,1511.973333,1279.471522
54.07823524,2.444444444,54.07823524,1287.284029,1511.973333,1287.284029
54.07823524,2.444444444,55.87355585,1287.284029,1511.973333,1279.471522
54.07823524,4.211175381,55.87355585,1287.284029,1504.285237,1279.471522
54.07823524,2.444444444,57.66987465,1287.284029,1511.973333,1271.654671
54.07823524,4.211175381,57.66987465,1287.284029,1504.285237,1271.654671
54.07823524,4.211175381,57.66987465,1287.284029,1504.285237,1271.654671
54.07823524,5.978880765,57.66987465,1287.284029,1496.592901,1271.654671
54.07823524,4.211175381,57.66987465,1287.284029,1504.285237,1271.654671
54.07823524,5.978880765,57.66987465,1287.284029,1496.592901,1271.654671
54.07823524,5.978880765,57.66987465,1287.284029,1496.592901,1271.654671
54.07823524,4.211175381,57.66987465,1287.284029,1504.285237,1271.654671
54.07823524,5.978880765,57.66987465,1287.284029,1496.592901,1271.654671
54.07823524,4.211175381,59.46719248,1287.284029,1504.285237,1263.833474
54.07823524,5.978880765,57.66987465,1287.284029,1496.592901,1271.654671
54.07823524,7.747561403,59.46719248,1287.284029,1488.89632,1263.833474
54.07823524,5.978880765,57.66987465,1287.284029,1496.592901,1271.654671
54.07823524,4.211175381,59.46719248,1287.284029,1504.285237,1263.833474
54.07823524,5.978880765,57.66987465,1287.284029,1496.592901,1271.654671
54.07823524,5.978880765,59.46719248,1287.284029,1496.592901,1263.833474
54.07823524,4.211175381,57.66987465,1287.284029,1504.285237,1271.654671
55.87355585,4.211175381,59.46719248,1279.471522,1504.285237,1263.833474
54.07823524,5.978880765,57.66987465,1287.284029,1496.592901,1271.654671
54.07823524,4.211175381,59.46719248,1287.284029,1504.285237,1263.833474
54.07823524,5.978880765,57.66987465,1287.284029,1496.592901,1271.654671
54.07823524,11.28785167,57.66987465,1287.284029,1473.490414,1271.654671
55.87355585,9.517218102,59.46719248,1279.471522,1481.195492,1263.833474
54.07823524,7.747561403,59.46719248,1287.284029,1488.89632,1263.833474
54.07823524,9.517218102,59.46719248,1287.284029,1481.195492,1263.833474
54.07823524,7.747561403,59.46719248,1287.284029,1488.89632,1263.833474
54.07823524,9.517218102,59.46719248,1287.284029,1481.195492,1263.833474
55.87355585,7.747561403,59.46719248,1279.471522,1488.89632,1263.833474
54.07823524,9.517218102,59.46719248,1287.284029,1481.195492,1263.833474
54.07823524,7.747561403,59.46719248,1287.284029,1488.89632,1263.833474
54.07823524,9.517218102,59.46719248,1287.284029,1481.195492,1263.833474
55.87355585,11.28785167,59.46719248,1279.471522,1473.490414,1263.833474
54.07823524,13.05946292,59.46719248,1287.284029,1465.78108,1263.833474
55.87355585,11.28785167,59.46719248,1279.471522,1473.490414,1263.833474
54.07823524,9.517218102,59.46719248,1287.284029,1481.195492,1263.833474
54.07823524,11.28785167,59.46719248,1287.284029,1473.490414,1263.833474
54.07823524,9.517218102,59.46719248,1287.284029,1481.195492,1263.833474
55.87355585,11.28785167,59.46719248,1279.471522,1473.490414,1263.833474
54.07823524,9.517218102,59.46719248,1287.284029,1481.195492,1263.833474
54.07823524,9.517218102,59.46719248,1287.284029,1481.195492,1263.833474
54.07823524,11.28785167,59.46719248,1287.284029,1473.490414,1263.833474
55.87355585,9.517218102,59.46719248,1279.471522,1481.195492,1263.833474
54.07823524,11.28785167,59.46719248,1287.284029,1473.490414,1263.833474
54.07823524,14.83205265,59.46719248,1287.284029,1458.067489,1263.833474
54.07823524,16.60562169,59.46719248,1287.284029,1450.349637,1263.833474
55.87355585,14.83205265,59.46719248,1279.471522,1458.067489,1263.833474
54.07823524,13.05946292,59.46719248,1287.284029,1465.78108,1263.833474
54.07823524,14.83205265,59.46719248,1287.284029,1458.067489,1263.833474
55.87355585,13.05946292,59.46719248,1279.471522,1465.78108,1263.833474
54.07823524,14.83205265,59.46719248,1287.284029,1458.067489,1263.833474
54.07823524,13.05946292,61.26551018,1287.284029,1465.78108,1256.007925
55.87355585,14.83205265,59.46719248,1279.471522,1458.067489,1263.833474
54.07823524,13.05946292,59.46719248,1287.284029,1465.78108,1263.833474
55.87355585,16.60562169,61.26551018,1279.471522,1450.349637,1256.007925
54.07823524,18.38017084,59.46719248,1287.284029,1442.627519,1263.833474
54.07823524,13.05946292,61.26551018,1287.284029,1465.78108,1256.007925
54.07823524,14.83205265,59.46719248,1287.284029,1458.067489,1263.833474
55.87355585,13.05946292,61.26551018,1279.471522,1465.78108,1256.007925
54.07823524,18.38017084,59.46719248,1287.284029,1442.627519,1263.833474
55.87355585,16.60562169,61.26551018,1279.471522,1450.349637,1256.007925
54.07823524,14.83205265,59.46719248,1287.284029,1458.067489,1263.833474
55.87355585,13.05946292,59.46719248,1279.471522,1465.78108,1263.833474
55.87355585,14.83205265,61.26551018,1279.471522,1458.067489,1256.007925
55.87355585,16.60562169,59.46719248,1279.471522,1450.349637,1263.833474
54.07823524,18.38017084,61.26551018,1287.284029,1442.627519,1256.007925
55.87355585,16.60562169,61.26551018,1279.471522,1450.349637,1256.007925
54.07823524,11.28785167,61.26551018,1287.284029,1473.490414,1256.007925
54.07823524,14.83205265,61.26551018,1287.284029,1458.067489,1256.007925
55.87355585,16.60562169,61.26551018,1279.471522,1450.349637,1256.007925
54.07823524,18.38017084,61.26551018,1287.284029,1442.627519,1256.007925
55.87355585,16.60562169,61.26551018,1279.471522,1450.349637,1256.007925
54.07823524,18.38017084,61.26551018,1287.284029,1442.627519,1256.007925
55.87355585,16.60562169,61.26551018,1279.471522,1450.349637,1256.007925
54.07823524,20.15570091,61.26551018,1287.284029,1434.901132,1256.007925
55.87355585,16.60562169,61.26551018,1279.471522,1450.349637,1256.007925
54.07823524,20.15570091,61.26551018,1287.284029,1434.901132,1256.007925
