Time (Red),Time,ABV (Red),ABV (Yellow),ABV (Green),X Red g/l,X  Yellow g/L,X Green g/L,ln(X_t/Xto) Red,ln(X_t/Xto) Yellow,ln(X_t/Xto)  Green,,,,,,,,,mu_max (min^-1)
1/28/24 6:45,14:02,3.675,3.81,4.33,5731.155896,6749.765597,17033.00714,6.661242352,6.824832892,7.750478172,,,,,,,,,
1/28/24 7:02,14:18,3.675,3.81,4.20,5731.155896,6749.765597,12660.72316,6.661242352,6.824832892,7.453829651,,,,,,,,,
1/28/24 7:18,14:35,3.675,3.81,4.33,5731.155896,6749.765597,17033.00714,6.661242352,6.824832892,7.750478172,,,,,,,,,
1/28/24 7:35,14:52,3.675,3.94,4.20,5731.155896,8092.712395,12660.72316,6.661242352,7.006289067,7.453829651,,,,,,,,,
1/28/24 7:41,14:57,3.675,3.81,4.20,5731.155896,6749.765597,12660.72316,6.661242352,6.824832892,7.453829651,,,,,,,,,
1/28/24 7:52,15:09,3.675,3.94,4.20,5731.155896,8092.712395,12660.72316,6.661242352,7.006289067,7.453829651,,,,,,,,,
1/28/24 7:58,15:14,3.80625,3.81,4.33,6749.765597,6749.765597,17033.00714,6.824832892,6.824832892,7.750478172,,,,,,,,,
1/28/24 8:14,15:31,3.675,3.94,4.20,5731.155896,8092.712395,12660.72316,6.661242352,7.006289067,7.453829651,,,,,,,,,
1/28/24 8:20,15:36,3.675,3.81,4.33,5731.155896,6749.765597,17033.00714,6.661242352,6.824832892,7.750478172,,,,,,,,,
1/28/24 8:25,15:42,3.675,3.94,4.33,5731.155896,8092.712395,17033.00714,6.661242352,7.006289067,7.750478172,,,,,,,,,
1/28/24 8:42,15:59,3.80625,3.94,4.20,6749.765597,8092.712395,12660.72316,6.824832892,7.006289067,7.453829651,,,,,,,,,
1/28/24 8:59,16:15,3.675,3.81,4.33,5731.155896,6749.765597,17033.00714,6.661242352,6.824832892,7.750478172,,,,,,,,,
1/28/24 9:15,16:32,3.80625,3.81,4.20,6749.765597,6749.765597,12660.72316,6.824832892,6.824832892,7.453829651,,,,,,,,,
1/28/24 9:32,16:49,3.675,3.81,4.20,5731.155896,6749.765597,12660.72316,6.661242352,6.824832892,7.453829651,,,,,,,,,
1/28/24 9:43,17:00,3.80625,3.94,4.20,6749.765597,8092.712395,12660.72316,6.824832892,7.006289067,7.453829651,,,,,,,,,
1/28/24 9:49,17:05,3.675,3.81,4.20,5731.155896,6749.765597,12660.72316,6.661242352,6.824832892,7.453829651,,,,,,,,,
1/28/24 10:00,17:16,3.675,3.94,4.33,5731.155896,8092.712395,17033.00714,6.661242352,7.006289067,7.750478172,,,,,,,,,
1/28/24 10:05,17:22,3.80625,3.81,4.20,6749.765597,6749.765597,12660.72316,6.824832892,6.824832892,7.453829651,,,,,,,,,
1/28/24 10:17,17:33,3.675,3.94,4.33,5731.155896,8092.712395,17033.00714,6.661242352,7.006289067,7.750478172,,,,,,,,,
1/28/24 10:33,17:50,3.80625,3.94,4.20,6749.765597,8092.712395,12660.72316,6.824832892,7.006289067,7.453829651,,,,,,,,,
1/28/24 10:39,17:55,3.675,4.07,4.33,5731.155896,9944.237584,17033.00714,6.661242352,7.21231836,7.750478172,,,,,,,,,
1/28/24 10:44,18:01,3.80625,3.94,4.33,6749.765597,8092.712395,17033.00714,6.824832892,7.006289067,7.750478172,,,,,,,,,
1/28/24 11:01,18:18,3.675,3.81,4.20,5731.155896,6749.765597,12660.72316,6.661242352,6.824832892,7.453829651,,,,,,,,,
1/28/24 11:18,18:34,3.80625,3.81,4.33,6749.765597,6749.765597,17033.00714,6.824832892,6.824832892,7.750478172,,,,,,,,,
1/28/24 11:35,18:51,3.675,3.81,4.20,5731.155896,6749.765597,12660.72316,6.661242352,6.824832892,7.453829651,,,,,,,,,
1/28/24 11:40,18:57,3.80625,3.94,4.20,6749.765597,8092.712395,12660.72316,6.824832892,7.006289067,7.453829651,,,,,,,,,
1/28/24 11:51,19:08,3.675,4.07,4.33,5731.155896,9944.237584,17033.00714,6.661242352,7.21231836,7.750478172,,,,,,,,,
1/28/24 11:57,19:14,3.80625,3.94,4.20,6749.765597,8092.712395,12660.72316,6.824832892,7.006289067,7.453829651,,,,,,,,,
1/28/24 12:14,19:30,3.675,3.94,4.20,5731.155896,8092.712395,12660.72316,6.661242352,7.006289067,7.453829651,,,,,,,,,
1/28/24 12:25,19:42,3.80625,4.07,4.33,6749.765597,9944.237584,17033.00714,6.824832892,7.21231836,7.750478172,,,,,,,,,
1/28/24 12:42,19:58,3.675,4.07,4.20,5731.155896,9944.237584,12660.72316,6.661242352,7.21231836,7.453829651,,,,,,,,,
1/28/24 12:47,20:04,3.675,3.94,4.20,5731.155896,8092.712395,12660.72316,6.661242352,7.006289067,7.453829651,,,,,,,,,
1/28/24 12:58,20:15,3.80625,3.81,4.20,6749.765597,6749.765597,12660.72316,6.824832892,6.824832892,7.453829651,,,,,,,,,
1/28/24 13:04,20:21,3.675,3.94,4.33,5731.155896,8092.712395,17033.00714,6.661242352,7.006289067,7.750478172,,,,,,,,,
1/28/24 13:10,20:26,3.80625,3.94,4.20,6749.765597,8092.712395,12660.72316,6.824832892,7.006289067,7.453829651,,,,,,,,,
1/28/24 13:26,20:43,3.675,3.81,4.33,5731.155896,6749.765597,17033.00714,6.661242352,6.824832892,7.750478172,,,,,,,,,
1/28/24 13:37,20:54,3.80625,4.07,4.20,6749.765597,9944.237584,12660.72316,6.824832892,7.21231836,7.453829651,,,,,,,,,
1/28/24 13:48,21:05,3.675,3.94,4.33,5731.155896,8092.712395,17033.00714,6.661242352,7.006289067,7.750478172,,,,,,,,,
1/28/24 14:05,21:22,3.80625,3.81,4.20,6749.765597,6749.765597,12660.72316,6.824832892,6.824832892,7.453829651,,,,,,,,,
1/28/24 14:11,21:27,3.80625,3.94,4.20,6749.765597,8092.712395,12660.72316,6.824832892,7.006289067,7.453829651,,,,,,,,,
1/28/24 14:16,21:33,3.675,4.07,4.20,5731.155896,9944.237584,12660.72316,6.661242352,7.21231836,7.453829651,,,,,,,,,
1/28/24 14:22,21:38,3.80625,3.94,4.20,6749.765597,8092.712395,12660.72316,6.824832892,7.006289067,7.453829651,,,,,,,,,
1/28/24 14:39,21:55,3.675,3.94,4.20,5731.155896,8092.712395,12660.72316,6.661242352,7.006289067,7.453829651,,,,,,,,,
1/28/24 14:50,22:06,3.80625,3.81,4.20,6749.765597,6749.765597,12660.72316,6.824832892,6.824832892,7.453829651,,,,,,,,,
1/28/24 15:01,22:18,3.675,3.94,4.20,5731.155896,8092.712395,12660.72316,6.661242352,7.006289067,7.453829651,,,,,,,,,
1/28/24 15:07,22:23,3.80625,3.81,4.20,6749.765597,6749.765597,12660.72316,6.824832892,6.824832892,7.453829651,,,,,,,,,
1/28/24 15:12,22:29,3.675,3.94,4.20,5731.155896,8092.712395,12660.72316,6.661242352,7.006289067,7.453829651,,,,,,,,,
1/28/24 15:23,22:40,3.80625,3.81,4.20,6749.765597,6749.765597,12660.72316,6.824832892,6.824832892,7.453829651,,,,,,,,,
1/28/24 15:40,22:56,3.675,3.94,4.20,5731.155896,8092.712395,12660.72316,6.661242352,7.006289067,7.453829651,,,,,,,,,
1/28/24 15:45,23:02,3.80625,3.81,4.20,6749.765597,6749.765597,12660.72316,6.824832892,6.824832892,7.453829651,,,,,,,,,
1/28/24 16:02,23:19,3.675,3.81,4.20,5731.155896,6749.765597,12660.72316,6.661242352,6.824832892,7.453829651,,,,,,,,,
1/28/24 16:19,23:35,3.675,3.94,4.20,5731.155896,8092.712395,12660.72316,6.661242352,7.006289067,7.453829651,,,,,,,,,
1/28/24 16:25,23:41,3.80625,3.81,4.20,6749.765597,6749.765597,12660.72316,6.824832892,6.824832892,7.453829651,,,,,,,,,
1/28/24 16:30,23:47,3.675,3.94,4.20,5731.155896,8092.712395,12660.72316,6.661242352,7.006289067,7.453829651,,,,,,,,,
1/28/24 16:42,23:58,3.80625,3.94,4.20,6749.765597,8092.712395,12660.72316,6.824832892,7.006289067,7.453829651,,,,,,,,,
1/28/24 16:47,0:04,3.675,3.94,4.20,5731.155896,8092.712395,12660.72316,6.661242352,7.006289067,7.453829651,,,,,,,,,
1/28/24 16:53,0:09,3.80625,3.94,4.20,6749.765597,8092.712395,12660.72316,6.824832892,7.006289067,7.453829651,,,,,,,,,
1/28/24 17:09,0:26,3.80625,3.94,4.20,6749.765597,8092.712395,12660.72316,6.824832892,7.006289067,7.453829651,,,,,,,,,
1/28/24 17:20,0:37,3.675,3.81,4.20,5731.155896,6749.765597,12660.72316,6.661242352,6.824832892,7.453829651,,,,,,,,,
1/28/24 17:32,0:48,3.675,4.07,4.20,5731.155896,9944.237584,12660.72316,6.661242352,7.21231836,7.453829651,,,,,,,,,
1/28/24 17:37,0:54,3.80625,3.94,4.20,6749.765597,8092.712395,12660.72316,6.824832892,7.006289067,7.453829651,,,,,,,,,
1/28/24 17:54,1:10,3.675,3.94,4.20,5731.155896,8092.712395,12660.72316,6.661242352,7.006289067,7.453829651,,,,,,,,,
1/28/24 18:11,1:27,3.80625,3.81,4.20,6749.765597,6749.765597,12660.72316,6.824832892,6.824832892,7.453829651,,,,,,,,,
1/28/24 18:16,1:33,3.675,4.07,4.20,5731.155896,9944.237584,12660.72316,6.661242352,7.21231836,7.453829651,,,,,,,,,
1/28/24 18:27,1:44,3.80625,3.94,4.33,6749.765597,8092.712395,17033.00714,6.824832892,7.006289067,7.750478172,,,,,,,,,
1/28/24 18:38,1:55,3.675,4.07,4.20,5731.155896,9944.237584,12660.72316,6.661242352,7.21231836,7.453829651,,,,,,,,,
1/28/24 18:44,2:01,3.80625,3.94,4.20,6749.765597,8092.712395,12660.72316,6.824832892,7.006289067,7.453829651,,,,,,,,,
1/28/24 19:01,2:17,3.675,4.07,4.33,5731.155896,9944.237584,17033.00714,6.661242352,7.21231836,7.750478172,,,,,,,,,
1/28/24 19:06,2:23,3.80625,3.94,4.20,6749.765597,8092.712395,12660.72316,6.824832892,7.006289067,7.453829651,,,,,,,,,
1/28/24 19:18,2:34,3.675,3.81,4.33,5731.155896,6749.765597,17033.00714,6.661242352,6.824832892,7.750478172,,,,,,,,,
1/28/24 19:29,2:45,3.80625,3.94,4.20,6749.765597,8092.712395,12660.72316,6.824832892,7.006289067,7.453829651,,,,,,,,,
1/28/24 19:45,3:02,3.675,3.94,4.33,5731.155896,8092.712395,17033.00714,6.661242352,7.006289067,7.750478172,,,,,,,,,
1/28/24 19:51,3:07,3.80625,3.94,4.20,6749.765597,8092.712395,12660.72316,6.824832892,7.006289067,7.453829651,,,,,,,,,
1/28/24 20:08,3:24,3.80625,3.94,4.33,6749.765597,8092.712395,17033.00714,6.824832892,7.006289067,7.750478172,,,,,,,,,
1/28/24 20:24,3:41,3.80625,4.07,4.20,6749.765597,9944.237584,12660.72316,6.824832892,7.21231836,7.453829651,,,,,,,,,
1/28/24 20:30,3:46,3.675,3.94,4.20,5731.155896,8092.712395,12660.72316,6.661242352,7.006289067,7.453829651,,,,,,,,,
1/28/24 20:47,4:03,3.80625,3.94,4.33,6749.765597,8092.712395,17033.00714,6.824832892,7.006289067,7.750478172,,,,,,,,,
1/28/24 21:03,4:20,3.80625,3.94,4.20,6749.765597,8092.712395,12660.72316,6.824832892,7.006289067,7.453829651,,,,,,,,,
1/28/24 21:20,4:36,3.80625,3.94,4.33,6749.765597,8092.712395,17033.00714,6.824832892,7.006289067,7.750478172,,,,,,,,,
1/28/24 21:37,4:53,3.80625,3.94,4.20,6749.765597,8092.712395,12660.72316,6.824832892,7.006289067,7.453829651,,,,,,,,,
1/28/24 21:53,5:10,3.80625,3.94,4.20,6749.765597,8092.712395,12660.72316,6.824832892,7.006289067,7.453829651,,,,,,,,,
1/28/24 22:04,5:21,3.80625,3.81,4.33,6749.765597,6749.765597,17033.00714,6.824832892,6.824832892,7.750478172,,,,,,,,,
1/28/24 22:21,5:38,3.80625,3.81,4.20,6749.765597,6749.765597,12660.72316,6.824832892,6.824832892,7.453829651,,,,,,,,,
1/28/24 22:38,5:54,3.80625,3.81,4.33,6749.765597,6749.765597,17033.00714,6.824832892,6.824832892,7.750478172,,,,,,,,,
1/28/24 22:49,6:06,3.80625,3.81,4.33,6749.765597,6749.765597,17033.00714,6.824832892,6.824832892,7.750478172,,,,,,,,,
1/28/24 22:55,6:11,3.80625,3.94,4.20,6749.765597,8092.712395,12660.72316,6.824832892,7.006289067,7.453829651,,,,,,,,,
1/28/24 23:06,6:23,3.80625,3.81,4.33,6749.765597,6749.765597,17033.00714,6.824832892,6.824832892,7.750478172,,,,,,,,,
1/28/24 23:23,6:39,3.80625,3.94,4.20,6749.765597,8092.712395,12660.72316,6.824832892,7.006289067,7.453829651,,,,,,,,,
1/28/24 23:39,6:56,3.80625,3.81,4.33,6749.765597,6749.765597,17033.00714,6.824832892,6.824832892,7.750478172,,,,,,,,,
1/28/24 23:45,7:01,3.80625,3.94,4.20,6749.765597,8092.712395,12660.72316,6.824832892,7.006289067,7.453829651,,,,,,,,,
1/28/24 23:56,7:12,3.80625,3.81,4.20,6749.765597,6749.765597,12660.72316,6.824832892,6.824832892,7.453829651,,,,,,,,,
1/29/24 0:01,7:18,3.80625,3.94,4.20,6749.765597,8092.712395,12660.72316,6.824832892,7.006289067,7.453829651,,,,,,,,,
1/29/24 0:13,7:29,3.80625,3.81,4.33,6749.765597,6749.765597,17033.00714,6.824832892,6.824832892,7.750478172,,,,,,,,,
1/29/24 0:18,7:35,3.9375,3.94,4.20,8092.712395,8092.712395,12660.72316,7.006289067,7.006289067,7.453829651,,,,,,,,,
1/29/24 0:29,7:46,3.80625,3.81,4.33,6749.765597,6749.765597,17033.00714,6.824832892,6.824832892,7.750478172,,,,,,,,,
1/29/24 0:46,8:03,3.80625,3.94,4.20,6749.765597,8092.712395,12660.72316,6.824832892,7.006289067,7.453829651,,,,,,,,,
1/29/24 0:52,8:08,3.80625,4.07,4.33,6749.765597,9944.237584,17033.00714,6.824832892,7.21231836,7.750478172,,,,,,,,,
1/29/24 1:08,8:25,3.80625,4.07,4.33,6749.765597,9944.237584,17033.00714,6.824832892,7.21231836,7.750478172,,,,,,,,,
1/29/24 1:14,8:30,3.80625,4.07,4.33,6749.765597,9944.237584,17033.00714,6.824832892,7.21231836,7.750478172,,,,,,,,,
1/29/24 1:31,8:47,3.80625,4.07,4.20,6749.765597,9944.237584,12660.72316,6.824832892,7.21231836,7.453829651,,,,,,,,,
1/29/24 1:47,9:04,3.80625,4.07,4.33,6749.765597,9944.237584,17033.00714,6.824832892,7.21231836,7.750478172,,,,,,,,,
1/29/24 2:04,9:21,3.80625,4.07,4.20,6749.765597,9944.237584,12660.72316,6.824832892,7.21231836,7.453829651,,,,,,,,,
1/29/24 2:21,9:37,3.80625,4.07,4.33,6749.765597,9944.237584,17033.00714,6.824832892,7.21231836,7.750478172,,,,,,,,,
1/29/24 2:37,9:54,3.80625,4.07,4.20,6749.765597,9944.237584,12660.72316,6.824832892,7.21231836,7.453829651,,,,,,,,,
1/29/24 2:54,10:11,3.80625,4.07,4.33,6749.765597,9944.237584,17033.00714,6.824832892,7.21231836,7.750478172,,,,,,,,,
1/29/24 3:11,10:28,3.80625,4.07,4.33,6749.765597,9944.237584,17033.00714,6.824832892,7.21231836,7.750478172,,,,,,,,,
1/29/24 3:28,10:44,3.9375,4.07,4.33,8092.712395,9944.237584,17033.00714,7.006289067,7.21231836,7.750478172,,,,,,,,,
1/29/24 3:44,11:01,3.80625,4.07,4.33,6749.765597,9944.237584,17033.00714,6.824832892,7.21231836,7.750478172,,,,,,,,,
1/29/24 4:01,11:17,3.80625,4.07,4.20,6749.765597,9944.237584,12660.72316,6.824832892,7.21231836,7.453829651,,,,,,,,,
1/29/24 4:18,11:34,3.80625,4.07,4.33,6749.765597,9944.237584,17033.00714,6.824832892,7.21231836,7.750478172,,,,,,,,,
1/29/24 4:34,11:51,3.80625,4.07,4.33,6749.765597,9944.237584,17033.00714,6.824832892,7.21231836,7.750478172,,,,,,,,,
1/29/24 4:51,12:08,3.80625,4.07,4.33,6749.765597,9944.237584,17033.00714,6.824832892,7.21231836,7.750478172,,,,,,,,,
1/29/24 5:08,12:24,3.9375,4.07,4.20,8092.712395,9944.237584,12660.72316,7.006289067,7.21231836,7.453829651,,,,,,,,,
1/29/24 5:24,12:41,3.80625,4.07,4.33,6749.765597,9944.237584,17033.00714,6.824832892,7.21231836,7.750478172,,,,,,,,,
1/29/24 5:41,12:58,3.9375,4.07,4.20,8092.712395,9944.237584,12660.72316,7.006289067,7.21231836,7.453829651,,,,,,,,,
1/29/24 5:47,13:03,3.80625,3.94,4.33,6749.765597,8092.712395,17033.00714,6.824832892,7.006289067,7.750478172,,,,,,,,,
1/29/24 6:03,13:20,3.80625,3.94,4.33,6749.765597,8092.712395,17033.00714,6.824832892,7.006289067,7.750478172,,,,,,,,,
1/29/24 6:09,13:26,3.80625,4.07,4.33,6749.765597,9944.237584,17033.00714,6.824832892,7.21231836,7.750478172,,,,,,,,,
1/29/24 6:14,13:31,3.80625,3.94,4.33,6749.765597,8092.712395,17033.00714,6.824832892,7.006289067,7.750478172,,,,,,,,,
1/29/24 6:31,13:48,3.80625,3.94,4.33,6749.765597,8092.712395,17033.00714,6.824832892,7.006289067,7.750478172,,,,,,,,,
1/29/24 6:48,14:04,3.80625,3.94,4.33,6749.765597,8092.712395,17033.00714,6.824832892,7.006289067,7.750478172,,,,,,,,,
1/29/24 7:05,14:21,3.9375,3.94,4.33,8092.712395,8092.712395,17033.00714,7.006289067,7.006289067,7.750478172,,,,,,,,,
1/29/24 7:21,14:38,3.80625,3.81,4.33,6749.765597,6749.765597,17033.00714,6.824832892,6.824832892,7.750478172,,,,,,,,,
1/29/24 7:33,14:49,3.80625,3.94,4.33,6749.765597,8092.712395,17033.00714,6.824832892,7.006289067,7.750478172,,,,,,,,,
1/29/24 7:44,15:01,3.80625,3.94,4.33,6749.765597,8092.712395,17033.00714,6.824832892,7.006289067,7.750478172,,,,,,,,,
1/29/24 7:50,15:06,3.9375,4.07,4.33,8092.712395,9944.237584,17033.00714,7.006289067,7.21231836,7.750478172,,,,,,,,,
1/29/24 8:01,15:17,3.80625,3.94,4.33,6749.765597,8092.712395,17033.00714,6.824832892,7.006289067,7.750478172,,,,,,,,,
1/29/24 8:06,15:23,3.9375,4.07,4.33,8092.712395,9944.237584,17033.00714,7.006289067,7.21231836,7.750478172,,,,,,,,,
1/29/24 8:12,15:28,3.80625,3.94,4.33,6749.765597,8092.712395,17033.00714,6.824832892,7.006289067,7.750478172,,,,,,,,,
1/29/24 8:28,15:45,3.9375,3.94,4.33,8092.712395,8092.712395,17033.00714,7.006289067,7.006289067,7.750478172,,,,,,,,,
1/29/24 8:45,16:01,3.80625,3.94,4.33,6749.765597,8092.712395,17033.00714,6.824832892,7.006289067,7.750478172,,,,,,,,,
1/29/24 8:56,16:13,3.9375,4.07,4.33,8092.712395,9944.237584,17033.00714,7.006289067,7.21231836,7.750478172,,,,,,,,,
1/29/24 9:02,16:18,3.80625,3.94,4.33,6749.765597,8092.712395,17033.00714,6.824832892,7.006289067,7.750478172,,,,,,,,,
1/29/24 9:13,16:29,3.9375,3.94,4.33,8092.712395,8092.712395,17033.00714,7.006289067,7.006289067,7.750478172,,,,,,,,,
1/29/24 9:29,16:46,3.80625,3.94,4.33,6749.765597,8092.712395,17033.00714,6.824832892,7.006289067,7.750478172,,,,,,,,,
1/29/24 9:46,17:03,3.80625,3.94,4.33,6749.765597,8092.712395,17033.00714,6.824832892,7.006289067,7.750478172,,,,,,,,,
1/29/24 10:03,17:20,3.9375,3.94,4.33,8092.712395,8092.712395,17033.00714,7.006289067,7.006289067,7.750478172,,,,,,,,,
1/29/24 10:09,17:25,3.80625,3.81,4.33,6749.765597,6749.765597,17033.00714,6.824832892,6.824832892,7.750478172,,,,,,,,,
1/29/24 10:15,17:31,3.80625,3.94,4.33,6749.765597,8092.712395,17033.00714,6.824832892,7.006289067,7.750478172,,,,,,,,,
1/29/24 10:31,17:48,3.80625,4.20,4.33,6749.765597,12660.72316,17033.00714,6.824832892,7.453829651,7.750478172,,,,,,,,,
1/29/24 10:48,18:04,3.80625,4.20,4.33,6749.765597,12660.72316,17033.00714,6.824832892,7.453829651,7.750478172,,,,,,,,,
1/29/24 10:54,18:10,3.9375,3.94,4.33,8092.712395,8092.712395,17033.00714,7.006289067,7.006289067,7.750478172,,,,,,,,,
1/29/24 10:59,18:16,3.80625,3.81,4.33,6749.765597,6749.765597,17033.00714,6.824832892,6.824832892,7.750478172,,,,,,,,,
1/29/24 11:05,18:21,3.9375,3.94,4.20,8092.712395,8092.712395,12660.72316,7.006289067,7.006289067,7.453829651,,,,,,,,,
1/29/24 11:10,18:27,3.9375,4.07,4.33,8092.712395,9944.237584,17033.00714,7.006289067,7.21231836,7.750478172,,,,,,,,,
1/29/24 11:22,18:38,3.9375,4.20,4.33,8092.712395,12660.72316,17033.00714,7.006289067,7.453829651,7.750478172,,,,,,,,,
1/29/24 11:27,18:44,3.9375,4.07,4.20,8092.712395,9944.237584,12660.72316,7.006289067,7.21231836,7.453829651,,,,,,,,,
1/29/24 11:33,18:49,3.80625,3.94,4.33,6749.765597,8092.712395,17033.00714,6.824832892,7.006289067,7.750478172,,,,,,,,,
1/29/24 11:50,19:06,3.80625,3.94,4.20,6749.765597,8092.712395,12660.72316,6.824832892,7.006289067,7.453829651,,,,,,,,,
1/29/24 12:07,19:23,3.9375,3.94,4.20,8092.712395,8092.712395,12660.72316,7.006289067,7.006289067,7.453829651,,,,,,,,,
1/29/24 12:13,19:30,3.80625,4.07,4.33,6749.765597,9944.237584,17033.00714,6.824832892,7.21231836,7.750478172,,,,,,,,,
1/29/24 12:19,19:36,3.9375,4.20,4.20,8092.712395,12660.72316,12660.72316,7.006289067,7.453829651,7.453829651,,,,,,,,,
1/29/24 12:25,19:41,3.80625,4.07,4.33,6749.765597,9944.237584,17033.00714,6.824832892,7.21231836,7.750478172,,,,,,,,,
1/29/24 12:31,19:47,3.9375,3.94,4.20,8092.712395,8092.712395,12660.72316,7.006289067,7.006289067,7.453829651,,,,,,,,,
1/29/24 12:37,19:53,3.80625,4.07,4.33,6749.765597,9944.237584,17033.00714,6.824832892,7.21231836,7.750478172,,,,,,,,,
1/29/24 12:42,19:59,3.9375,3.94,4.20,8092.712395,8092.712395,12660.72316,7.006289067,7.006289067,7.453829651,,,,,,,,,
1/29/24 13:00,20:17,3.80625,3.94,4.20,6749.765597,8092.712395,12660.72316,6.824832892,7.006289067,7.453829651,,,,,,,,,
1/29/24 13:17,20:33,3.9375,3.94,4.33,8092.712395,8092.712395,17033.00714,7.006289067,7.006289067,7.750478172,,,,,,,,,
1/29/24 13:28,20:45,3.9375,4.07,4.20,8092.712395,9944.237584,12660.72316,7.006289067,7.21231836,7.453829651,,,,,,,,,
1/29/24 13:34,20:50,3.80625,3.94,4.33,6749.765597,8092.712395,17033.00714,6.824832892,7.006289067,7.750478172,,,,,,,,,
1/29/24 13:40,20:56,3.80625,4.20,4.20,6749.765597,12660.72316,12660.72316,6.824832892,7.453829651,7.453829651,,,,,,,,,
1/29/24 13:56,21:13,3.9375,4.07,4.33,8092.712395,9944.237584,17033.00714,7.006289067,7.21231836,7.750478172,,,,,,,,,
1/29/24 14:02,21:18,3.9375,3.94,4.20,8092.712395,8092.712395,12660.72316,7.006289067,7.006289067,7.453829651,,,,,,,,,
1/29/24 14:07,21:24,3.80625,4.20,4.33,6749.765597,12660.72316,17033.00714,6.824832892,7.453829651,7.750478172,,,,,,,,,
1/29/24 14:13,21:29,3.9375,4.07,4.20,8092.712395,9944.237584,12660.72316,7.006289067,7.21231836,7.453829651,,,,,,,,,
1/29/24 14:30,21:46,3.80625,3.94,4.33,6749.765597,8092.712395,17033.00714,6.824832892,7.006289067,7.750478172,,,,,,,,,
1/29/24 14:41,21:58,3.9375,3.81,4.20,8092.712395,6749.765597,12660.72316,7.006289067,6.824832892,7.453829651,,,,,,,,,
1/29/24 14:47,22:04,3.80625,3.94,4.33,6749.765597,8092.712395,17033.00714,6.824832892,7.006289067,7.750478172,,,,,,,,,
1/29/24 14:53,22:10,3.9375,3.81,4.20,8092.712395,6749.765597,12660.72316,7.006289067,6.824832892,7.453829651,,,,,,,,,
1/29/24 15:04,22:21,3.80625,3.94,4.33,6749.765597,8092.712395,17033.00714,6.824832892,7.006289067,7.750478172,,,,,,,,,
1/29/24 15:22,22:38,3.9375,3.81,4.33,8092.712395,6749.765597,17033.00714,7.006289067,6.824832892,7.750478172,,,,,,,,,
1/29/24 15:27,22:44,3.80625,3.94,4.33,6749.765597,8092.712395,17033.00714,6.824832892,7.006289067,7.750478172,,,,,,,,,
1/29/24 15:33,22:50,3.9375,4.07,4.33,8092.712395,9944.237584,17033.00714,7.006289067,7.21231836,7.750478172,,,,,,,,,
1/29/24 15:39,22:55,3.80625,3.94,4.33,6749.765597,8092.712395,17033.00714,6.824832892,7.006289067,7.750478172,,,,,,,,,
1/29/24 15:56,23:12,3.9375,3.81,4.33,8092.712395,6749.765597,17033.00714,7.006289067,6.824832892,7.750478172,,,,,,,,,
1/29/24 16:07,23:24,3.80625,3.94,4.33,6749.765597,8092.712395,17033.00714,6.824832892,7.006289067,7.750478172,,,,,,,,,
1/29/24 16:13,23:30,3.9375,3.81,4.33,8092.712395,6749.765597,17033.00714,7.006289067,6.824832892,7.750478172,,,,,,,,,
1/29/24 16:25,23:42,3.9375,3.94,4.33,8092.712395,8092.712395,17033.00714,7.006289067,7.006289067,7.750478172,,,,,,,,,
1/29/24 16:43,23:59,3.9375,3.94,4.33,8092.712395,8092.712395,17033.00714,7.006289067,7.006289067,7.750478172,,,,,,,,,
1/29/24 17:00,0:17,3.9375,3.94,4.33,8092.712395,8092.712395,17033.00714,7.006289067,7.006289067,7.750478172,,,,,,,,,
1/29/24 17:18,0:34,3.80625,4.07,4.33,6749.765597,9944.237584,17033.00714,6.824832892,7.21231836,7.750478172,,,,,,,,,
1/29/24 17:23,0:40,3.9375,4.20,4.33,8092.712395,12660.72316,17033.00714,7.006289067,7.453829651,7.750478172,,,,,,,,,
1/29/24 17:29,0:45,3.9375,4.07,4.33,8092.712395,9944.237584,17033.00714,7.006289067,7.21231836,7.750478172,,,,,,,,,
1/29/24 17:40,0:56,3.9375,3.94,4.33,8092.712395,8092.712395,17033.00714,7.006289067,7.006289067,7.750478172,,,,,,,,,
1/29/24 17:57,1:13,3.80625,4.07,4.33,6749.765597,9944.237584,17033.00714,6.824832892,7.21231836,7.750478172,,,,,,,,,
1/29/24 18:14,1:30,3.9375,4.07,4.33,8092.712395,9944.237584,17033.00714,7.006289067,7.21231836,7.750478172,,,,,,,,,
1/29/24 18:31,1:47,3.9375,4.07,4.33,8092.712395,9944.237584,17033.00714,7.006289067,7.21231836,7.750478172,,,,,,,,,
1/29/24 18:36,1:53,3.9375,3.94,4.33,8092.712395,8092.712395,17033.00714,7.006289067,7.006289067,7.750478172,,,,,,,,,
1/29/24 18:53,2:10,3.80625,3.94,4.33,6749.765597,8092.712395,17033.00714,6.824832892,7.006289067,7.750478172,,,,,,,,,
1/29/24 19:10,2:26,3.9375,3.94,4.33,8092.712395,8092.712395,17033.00714,7.006289067,7.006289067,7.750478172,,,,,,,,,
1/29/24 19:15,2:32,3.9375,4.07,4.33,8092.712395,9944.237584,17033.00714,7.006289067,7.21231836,7.750478172,,,,,,,,,
1/29/24 19:32,2:49,3.9375,4.07,4.33,8092.712395,9944.237584,17033.00714,7.006289067,7.21231836,7.750478172,,,,,,,,,
1/29/24 19:49,3:05,3.9375,4.07,4.33,8092.712395,9944.237584,17033.00714,7.006289067,7.21231836,7.750478172,,,,,,,,,
