ln,s
2.694681629,1365.170983
2.644103579,1372.935947
2.74285028,1357.401716
2.788829851,1349.628141
2.954347298,1318.49069
2.788829851,1349.628141
2.644103579,1372.935947
2.590860778,1380.69661
2.644103579,1372.935947
2.590860778,1380.69661
2.644103579,1372.935947
2.694681629,1365.170983
2.74285028,1357.401716
2.694681629,1365.170983
2.694681629,1365.170983
2.74285028,1357.401716
2.694681629,1365.170983
2.74285028,1357.401716
2.694681629,1365.170983
2.694681629,1365.170983
2.788829851,1349.628141
2.694681629,1365.170983
2.74285028,1357.401716
2.694681629,1365.170983
2.74285028,1357.401716
2.83281176,1341.850254
2.788829851,1349.628141
2.74285028,1357.401716
2.788829851,1349.628141
2.874963367,1334.068052
2.74285028,1357.401716
2.83281176,1341.850254
2.74285028,1357.401716
2.83281176,1341.850254
2.874963367,1334.068052
2.874963367,1334.068052
2.788829851,1349.628141
2.83281176,1341.850254
2.83281176,1341.850254
2.874963367,1334.068052
2.915431845,1326.281532
2.874963367,1334.068052
2.83281176,1341.850254
2.874963367,1334.068052
2.874963367,1334.068052
2.915431845,1326.281532
2.83281176,1341.850254
2.874963367,1334.068052
2.915431845,1326.281532
2.954347298,1318.49069
2.874963367,1334.068052
2.954347298,1318.49069
2.915431845,1326.281532
2.954347298,1318.49069
2.991825308,1310.695522
2.954347298,1318.49069
2.991825308,1310.695522
2.954347298,1318.49069
2.991825308,1310.695522
2.991825308,1310.695522
3.027969013,1302.896025
3.027969013,1302.896025
3.027969013,1302.896025
3.062870838,1295.092195
3.062870838,1295.092195
3.096613923,1287.284029
3.062870838,1295.092195
3.062870838,1295.092195
3.096613923,1287.284029
3.096613923,1287.284029
3.12927333,1279.471522
3.096613923,1287.284029
3.12927333,1279.471522
3.12927333,1279.471522
3.12927333,1279.471522
3.160917058,1271.654671
3.160917058,1271.654671
3.160917058,1271.654671
3.160917058,1271.654671
3.12927333,1279.471522
3.160917058,1271.654671
3.160917058,1271.654671
3.191606898,1263.833474
3.160917058,1271.654671
3.191606898,1263.833474
3.160917058,1271.654671
3.191606898,1263.833474
3.191606898,1263.833474
3.191606898,1263.833474
3.191606898,1263.833474
3.191606898,1263.833474
3.191606898,1263.833474
3.221399169,1256.007925
3.191606898,1263.833474
3.221399169,1256.007925
3.221399169,1256.007925
3.221399169,1256.007925
3.221399169,1256.007925
3.221399169,1256.007925
3.221399169,1256.007925
3.221399169,1256.007925
3.221399169,1256.007925
3.221399169,1256.007925
3.221399169,1256.007925
3.250345346,1248.178021
3.221399169,1256.007925
3.250345346,1248.178021
3.250345346,1248.178021
3.250345346,1248.178021
3.250345346,1248.178021
3.250345346,1248.178021
3.250345346,1248.178021
3.250345346,1248.178021
3.250345346,1248.178021
3.250345346,1248.178021
3.250345346,1248.178021
3.250345346,1248.178021
3.250345346,1248.178021
3.250345346,1248.178021
3.250345346,1248.178021
3.250345346,1248.178021
3.250345346,1248.178021
3.250345346,1248.178021
3.250345346,1248.178021
3.250345346,1248.178021
3.250345346,1248.178021
3.250345346,1248.178021
3.250345346,1248.178021
3.278492601,1240.343759
3.250345346,1248.178021
3.278492601,1240.343759
3.278492601,1240.343759
3.250345346,1248.178021
3.250345346,1248.178021
3.278492601,1240.343759
3.250345346,1248.178021
3.278492601,1240.343759
3.250345346,1248.178021
3.278492601,1240.343759
3.250345346,1248.178021
3.278492601,1240.343759
3.250345346,1248.178021
3.278492601,1240.343759
3.250345346,1248.178021
3.278492601,1240.343759
3.250345346,1248.178021
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.250345346,1248.178021
3.278492601,1240.343759
3.250345346,1248.178021
3.278492601,1240.343759
3.250345346,1248.178021
3.278492601,1240.343759
3.250345346,1248.178021
3.278492601,1240.343759
3.250345346,1248.178021
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.250345346,1248.178021
3.278492601,1240.343759
3.250345346,1248.178021
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.250345346,1248.178021
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.250345346,1248.178021
3.278492601,1240.343759
3.250345346,1248.178021
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.250345346,1248.178021
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.250345346,1248.178021
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.305884264,1232.505136
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.305884264,1232.505136
3.278492601,1240.343759
3.305884264,1232.505136
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.305884264,1232.505136
3.278492601,1240.343759
3.305884264,1232.505136
3.305884264,1232.505136
3.278492601,1240.343759
3.278492601,1240.343759
3.305884264,1232.505136
3.278492601,1240.343759
3.305884264,1232.505136
3.278492601,1240.343759
3.278492601,1240.343759
3.305884264,1232.505136
3.278492601,1240.343759
3.305884264,1232.505136
3.278492601,1240.343759
3.305884264,1232.505136
3.278492601,1240.343759
3.305884264,1232.505136
3.278492601,1240.343759
3.278492601,1240.343759
3.305884264,1232.505136
3.278492601,1240.343759
3.305884264,1232.505136
3.278492601,1240.343759
3.278492601,1240.343759
3.305884264,1232.505136
3.278492601,1240.343759
3.278492601,1240.343759
3.305884264,1232.505136
3.305884264,1232.505136
3.278492601,1240.343759
3.278492601,1240.343759
3.305884264,1232.505136
3.278492601,1240.343759
3.305884264,1232.505136
3.278492601,1240.343759
3.278492601,1240.343759
3.305884264,1232.505136
3.305884264,1232.505136
3.278492601,1240.343759
3.305884264,1232.505136
3.278492601,1240.343759
3.305884264,1232.505136
3.305884264,1232.505136
3.278492601,1240.343759
3.278492601,1240.343759
3.305884264,1232.505136
3.278492601,1240.343759
3.305884264,1232.505136
3.278492601,1240.343759
3.305884264,1232.505136
3.278492601,1240.343759
3.278492601,1240.343759
3.305884264,1232.505136
3.278492601,1240.343759
3.305884264,1232.505136
3.278492601,1240.343759
3.305884264,1232.505136
3.278492601,1240.343759
3.305884264,1232.505136
3.305884264,1232.505136
3.278492601,1240.343759
3.305884264,1232.505136
3.278492601,1240.343759
3.305884264,1232.505136
3.278492601,1240.343759
3.305884264,1232.505136
3.278492601,1240.343759
3.305884264,1232.505136
3.278492601,1240.343759
3.305884264,1232.505136
3.278492601,1240.343759
3.278492601,1240.343759
3.278492601,1240.343759
3.305884264,1232.505136
3.305884264,1232.505136
3.278492601,1240.343759
3.305884264,1232.505136
3.278492601,1240.343759
3.305884264,1232.505136
3.278492601,1240.343759
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.278492601,1240.343759
3.305884264,1232.505136
3.278492601,1240.343759
3.305884264,1232.505136
3.278492601,1240.343759
3.305884264,1232.505136
3.278492601,1240.343759
3.305884264,1232.505136
3.278492601,1240.343759
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.332560238,1224.662146
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
3.305884264,1232.505136
