X Red,X Yellow,X Green,S Red,S Yellow ,S Green
0.645755916,0.645755916,3.449955862,399.422342,399.422342,387.2196018
0.645755916,5.324589451,2.981944226,399.422342,379.0619571,389.2561985
0.645755916,0.645755916,3.449955862,399.422342,399.422342,387.2196018
0.645755916,0.645755916,2.981944226,399.422342,399.422342,389.2561985
0.645755916,0.645755916,2.981944226,399.422342,399.422342,389.2561985
0.645755916,0.645755916,2.981944226,399.422342,399.422342,389.2561985
0.645755916,0.645755916,2.981944226,399.422342,399.422342,389.2561985
0.645755916,0.645755916,2.981944226,399.422342,399.422342,389.2561985
0.645755916,0.645755916,3.449955862,399.422342,399.422342,387.2196018
0.645755916,0.645755916,3.449955862,399.422342,399.422342,387.2196018
0.645755916,0.645755916,3.449955862,399.422342,399.422342,387.2196018
0.645755916,0.645755916,4.386754819,399.422342,399.422342,383.1430328
0.645755916,0.645755916,4.386754819,399.422342,399.422342,383.1430328
0.645755916,0.645755916,4.386754819,399.422342,399.422342,383.1430328
0.645755916,0.645755916,4.386754819,399.422342,399.422342,383.1430328
0.645755916,0.645755916,4.386754819,399.422342,399.422342,383.1430328
0.645755916,0.645755916,4.855542568,399.422342,399.422342,381.1030588
0.645755916,0.645755916,4.386754819,399.422342,399.422342,383.1430328
0.645755916,0.645755916,4.855542568,399.422342,399.422342,381.1030588
0.645755916,0.645755916,4.386754819,399.422342,399.422342,383.1430328
0.645755916,0.645755916,4.855542568,399.422342,399.422342,381.1030588
0.645755916,0.645755916,4.386754819,399.422342,399.422342,383.1430328
0.645755916,0.645755916,4.855542568,399.422342,399.422342,381.1030588
0.645755916,0.645755916,4.386754819,399.422342,399.422342,383.1430328
0.645755916,1.112478306,4.855542568,399.422342,397.3913555,381.1030588
0.645755916,1.112478306,4.855542568,399.422342,397.3913555,381.1030588
0.645755916,1.112478306,4.386754819,399.422342,397.3913555,383.1430328
0.645755916,1.112478306,5.324589451,399.422342,397.3913555,379.0619571
0.645755916,1.579458119,4.855542568,399.422342,395.3592489,381.1030588
0.645755916,1.579458119,5.324589451,399.422342,395.3592489,379.0619571
0.645755916,2.046695568,5.793895682,399.422342,393.3260211,377.0197268
0.645755916,1.579458119,5.324589451,399.422342,395.3592489,379.0619571
0.645755916,2.046695568,5.793895682,399.422342,393.3260211,377.0197268
0.645755916,2.046695568,5.324589451,399.422342,393.3260211,379.0619571
0.645755916,2.046695568,5.793895682,399.422342,393.3260211,377.0197268
0.645755916,2.514190866,5.324589451,399.422342,391.2916713,379.0619571
0.645755916,2.514190866,5.793895682,399.422342,391.2916713,377.0197268
0.179290735,2.514190866,5.793895682,401.4522092,391.2916713,377.0197268
0.179290735,2.514190866,5.793895682,401.4522092,391.2916713,377.0197268
0.179290735,2.514190866,5.793895682,401.4522092,391.2916713,377.0197268
0.179290735,2.046695568,5.793895682,401.4522092,393.3260211,377.0197268
0.179290735,2.514190866,5.793895682,401.4522092,391.2916713,377.0197268
0.179290735,2.514190866,5.793895682,401.4522092,391.2916713,377.0197268
0.179290735,2.514190866,5.793895682,401.4522092,391.2916713,377.0197268
0.179290735,2.981944226,6.263461477,401.4522092,389.2561985,374.976367
0.179290735,2.514190866,5.793895682,401.4522092,391.2916713,377.0197268
0.179290735,2.514190866,6.263461477,401.4522092,391.2916713,374.976367
0.179290735,2.514190866,5.793895682,401.4522092,391.2916713,377.0197268
0.179290735,2.046695568,6.263461477,401.4522092,393.3260211,374.976367
0.179290735,2.046695568,5.793895682,401.4522092,393.3260211,377.0197268
0.179290735,2.046695568,6.733287051,401.4522092,393.3260211,372.9318768
0.179290735,2.514190866,6.733287051,401.4522092,391.2916713,372.9318768
0.645755916,2.981944226,6.733287051,399.422342,389.2561985,372.9318768
0.645755916,2.514190866,7.203372619,399.422342,391.2916713,370.8862551
0.645755916,2.981944226,7.203372619,399.422342,389.2561985,370.8862551
0.645755916,3.449955862,7.673718398,399.422342,387.2196018,368.8395012
0.645755916,3.449955862,7.203372619,399.422342,387.2196018,370.8862551
1.112478306,3.918225988,7.673718398,397.3913555,385.1818802,368.8395012
1.112478306,3.449955862,7.673718398,397.3913555,387.2196018,368.8395012
1.112478306,3.918225988,7.203372619,397.3913555,385.1818802,370.8862551
1.112478306,3.449955862,7.203372619,397.3913555,387.2196018,370.8862551
1.112478306,3.918225988,7.203372619,397.3913555,385.1818802,370.8862551
1.112478306,3.918225988,7.673718398,397.3913555,385.1818802,368.8395012
1.112478306,4.386754819,7.203372619,397.3913555,383.1430328,370.8862551
1.112478306,4.386754819,7.673718398,397.3913555,383.1430328,368.8395012
1.112478306,4.855542568,7.203372619,397.3913555,381.1030588,370.8862551
0.645755916,4.386754819,7.673718398,399.422342,383.1430328,368.8395012
1.112478306,4.386754819,8.144324604,397.3913555,383.1430328,366.7916139
1.579458119,4.855542568,7.673718398,395.3592489,381.1030588,368.8395012
1.112478306,5.324589451,8.144324604,397.3913555,379.0619571,366.7916139
1.579458119,5.324589451,8.615191452,395.3592489,379.0619571,364.7425925
1.112478306,5.793895682,6.263461477,397.3913555,377.0197268,374.976367
1.579458119,5.324589451,8.144324604,395.3592489,379.0619571,366.7916139
1.112478306,5.793895682,7.673718398,397.3913555,377.0197268,368.8395012
1.579458119,5.324589451,9.557707945,395.3592489,379.0619571,360.6411432
1.112478306,5.793895682,10.02935802,397.3913555,377.0197268,358.5887135
1.579458119,5.324589451,10.02935802,395.3592489,379.0619571,358.5887135
1.579458119,5.793895682,10.50126961,395.3592489,377.0197268,356.5351457
1.579458119,5.324589451,10.97344293,395.3592489,379.0619571,354.480439
1.579458119,5.793895682,10.50126961,395.3592489,377.0197268,356.5351457
1.112478306,5.324589451,10.97344293,397.3913555,379.0619571,354.480439
1.579458119,5.793895682,10.97344293,395.3592489,377.0197268,354.480439
1.579458119,5.324589451,11.44587819,395.3592489,379.0619571,352.4245925
2.046695568,5.793895682,11.91857562,393.3260211,377.0197268,350.3676051
1.579458119,5.324589451,11.91857562,395.3592489,379.0619571,350.3676051
2.046695568,5.793895682,13.33824307,393.3260211,377.0197268,344.1897885
1.579458119,5.324589451,14.76027787,395.3592489,379.0619571,338.0016701
2.046695568,5.793895682,14.76027787,393.3260211,377.0197268,338.0016701
1.579458119,5.324589451,15.23481657,395.3592489,379.0619571,335.9366702
2.046695568,5.793895682,15.23481657,393.3260211,377.0197268,335.9366702
2.514190866,6.263461477,15.23481657,391.2916713,374.976367,335.9366702
2.046695568,6.733287051,15.23481657,393.3260211,372.9318768,335.9366702
2.514190866,6.263461477,15.23481657,391.2916713,374.976367,335.9366702
2.046695568,6.733287051,15.23481657,393.3260211,372.9318768,335.9366702
2.514190866,5.793895682,15.23481657,391.2916713,377.0197268,335.9366702
2.046695568,6.733287051,15.23481657,393.3260211,372.9318768,335.9366702
2.514190866,6.733287051,15.23481657,391.2916713,372.9318768,335.9366702
2.046695568,5.793895682,15.23481657,393.3260211,377.0197268,335.9366702
2.514190866,6.733287051,15.23481657,391.2916713,372.9318768,335.9366702
2.046695568,6.263461477,15.23481657,393.3260211,374.976367,335.9366702
2.514190866,6.733287051,15.23481657,391.2916713,372.9318768,335.9366702
2.981944226,6.263461477,15.70961919,389.2561985,374.976367,333.8705219
2.514190866,6.733287051,15.70961919,391.2916713,372.9318768,333.8705219
3.918225988,6.733287051,15.70961919,385.1818802,372.9318768,333.8705219
3.449955862,6.263461477,15.70961919,387.2196018,374.976367,333.8705219
3.918225988,5.793895682,15.70961919,385.1818802,377.0197268,333.8705219
2.514190866,6.263461477,15.70961919,391.2916713,374.976367,333.8705219
2.981944226,7.203372619,15.70961919,389.2561985,370.8862551,333.8705219
3.449955862,6.733287051,15.70961919,387.2196018,372.9318768,333.8705219
3.918225988,7.673718398,15.70961919,385.1818802,368.8395012,333.8705219
4.855542568,7.203372619,15.70961919,381.1030588,370.8862551,333.8705219
3.918225988,6.263461477,15.70961919,385.1818802,374.976367,333.8705219
4.855542568,5.793895682,15.70961919,381.1030588,377.0197268,333.8705219
4.386754819,6.263461477,15.70961919,383.1430328,374.976367,333.8705219
4.855542568,6.733287051,15.70961919,381.1030588,372.9318768,333.8705219
5.324589451,6.733287051,15.70961919,379.0619571,372.9318768,333.8705219
4.855542568,6.733287051,15.70961919,381.1030588,372.9318768,333.8705219
6.263461477,7.203372619,15.70961919,374.976367,370.8862551,333.8705219
6.733287051,7.673718398,15.70961919,372.9318768,368.8395012,333.8705219
5.793895682,7.673718398,15.70961919,377.0197268,368.8395012,333.8705219
5.324589451,7.203372619,15.70961919,379.0619571,370.8862551,333.8705219
4.855542568,7.673718398,15.70961919,381.1030588,368.8395012,333.8705219
5.324589451,6.733287051,15.70961919,379.0619571,372.9318768,333.8705219
5.793895682,7.203372619,16.18468595,377.0197268,370.8862551,331.8032241
4.855542568,7.673718398,15.70961919,381.1030588,368.8395012,333.8705219
7.203372619,7.673718398,15.70961919,370.8862551,368.8395012,333.8705219
4.855542568,8.144324604,15.70961919,381.1030588,366.7916139,333.8705219
5.793895682,8.144324604,15.70961919,377.0197268,366.7916139,333.8705219
4.855542568,8.615191452,15.70961919,381.1030588,364.7425925,333.8705219
6.263461477,8.144324604,15.70961919,374.976367,366.7916139,333.8705219
4.386754819,8.144324604,15.70961919,383.1430328,366.7916139,333.8705219
5.324589451,8.615191452,15.70961919,379.0619571,364.7425925,333.8705219
7.673718398,8.144324604,15.70961919,368.8395012,366.7916139,333.8705219
6.733287051,8.615191452,15.70961919,372.9318768,364.7425925,333.8705219
5.324589451,8.144324604,15.70961919,379.0619571,366.7916139,333.8705219
7.673718398,8.144324604,15.70961919,368.8395012,366.7916139,333.8705219
5.793895682,8.615191452,16.18468595,377.0197268,364.7425925,331.8032241
7.203372619,8.144324604,15.70961919,370.8862551,366.7916139,333.8705219
4.855542568,8.615191452,16.18468595,381.1030588,364.7425925,331.8032241
6.733287051,9.08631916,15.70961919,372.9318768,362.6924359,333.8705219
5.324589451,9.08631916,16.18468595,379.0619571,362.6924359,331.8032241
7.203372619,9.08631916,16.18468595,370.8862551,362.6924359,331.8032241
5.793895682,9.08631916,16.18468595,377.0197268,362.6924359,331.8032241
7.203372619,9.557707945,16.18468595,370.8862551,360.6411432,331.8032241
5.793895682,9.08631916,15.70961919,377.0197268,362.6924359,333.8705219
6.733287051,9.08631916,16.18468595,372.9318768,362.6924359,331.8032241
5.793895682,9.08631916,15.70961919,377.0197268,362.6924359,333.8705219
5.324589451,9.557707945,16.18468595,379.0619571,360.6411432,331.8032241
6.733287051,9.08631916,16.18468595,372.9318768,362.6924359,331.8032241
6.733287051,9.557707945,16.18468595,372.9318768,360.6411432,331.8032241
6.263461477,9.08631916,16.18468595,374.976367,362.6924359,331.8032241
8.144324604,9.557707945,16.18468595,366.7916139,360.6411432,331.8032241
6.733287051,9.557707945,16.18468595,372.9318768,360.6411432,331.8032241
6.263461477,10.02935802,16.18468595,374.976367,358.5887135,331.8032241
8.144324604,10.02935802,15.70961919,366.7916139,358.5887135,333.8705219
6.733287051,10.02935802,16.18468595,372.9318768,358.5887135,331.8032241
7.203372619,10.50126961,15.70961919,370.8862551,356.5351457,333.8705219
6.733287051,10.02935802,16.18468595,372.9318768,358.5887135,331.8032241
7.203372619,10.02935802,16.18468595,370.8862551,358.5887135,331.8032241
8.615191452,10.02935802,16.18468595,364.7425925,358.5887135,331.8032241
7.203372619,10.02935802,16.18468595,370.8862551,358.5887135,331.8032241
6.263461477,10.50126961,16.18468595,374.976367,356.5351457,331.8032241
6.733287051,10.02935802,16.18468595,372.9318768,358.5887135,331.8032241
8.615191452,10.50126961,16.18468595,364.7425925,356.5351457,331.8032241
7.203372619,10.02935802,16.18468595,370.8862551,358.5887135,331.8032241
8.615191452,10.50126961,16.18468595,364.7425925,356.5351457,331.8032241
7.203372619,10.02935802,16.18468595,370.8862551,358.5887135,331.8032241
8.144324604,10.50126961,16.18468595,366.7916139,356.5351457,331.8032241
7.673718398,10.02935802,16.18468595,368.8395012,358.5887135,331.8032241
7.203372619,10.50126961,16.18468595,370.8862551,356.5351457,331.8032241
7.673718398,10.50126961,15.70961919,368.8395012,356.5351457,333.8705219
7.203372619,10.97344293,16.18468595,370.8862551,354.480439,331.8032241
9.08631916,10.50126961,16.18468595,362.6924359,356.5351457,331.8032241
7.673718398,10.50126961,16.18468595,368.8395012,356.5351457,331.8032241
8.144324604,10.97344293,16.18468595,366.7916139,354.480439,331.8032241
7.673718398,10.50126961,16.18468595,368.8395012,356.5351457,331.8032241
8.144324604,10.97344293,16.18468595,366.7916139,354.480439,331.8032241
7.203372619,10.97344293,16.18468595,370.8862551,354.480439,331.8032241
8.615191452,10.97344293,16.18468595,364.7425925,354.480439,331.8032241
7.673718398,10.97344293,16.18468595,368.8395012,354.480439,331.8032241
9.557707945,10.97344293,16.18468595,360.6411432,354.480439,331.8032241
8.615191452,11.44587819,16.18468595,364.7425925,352.4245925,331.8032241
8.144324604,10.50126961,16.18468595,366.7916139,356.5351457,331.8032241
9.08631916,10.97344293,16.18468595,362.6924359,354.480439,331.8032241
8.144324604,10.97344293,16.18468595,366.7916139,354.480439,331.8032241
8.615191452,10.97344293,16.18468595,364.7425925,354.480439,331.8032241
8.144324604,10.97344293,15.70961919,366.7916139,354.480439,333.8705219
8.615191452,10.97344293,15.70961919,364.7425925,354.480439,333.8705219
9.08631916,10.97344293,16.18468595,362.6924359,354.480439,331.8032241
9.557707945,11.44587819,15.70961919,360.6411432,352.4245925,333.8705219
7.673718398,10.97344293,16.18468595,368.8395012,354.480439,331.8032241
9.08631916,11.44587819,16.18468595,362.6924359,352.4245925,331.8032241
9.557707945,10.97344293,16.18468595,360.6411432,354.480439,331.8032241
8.144324604,11.44587819,16.18468595,366.7916139,352.4245925,331.8032241
8.615191452,11.44587819,16.18468595,364.7425925,352.4245925,331.8032241
9.08631916,10.97344293,16.18468595,362.6924359,354.480439,331.8032241
8.615191452,11.44587819,16.18468595,364.7425925,352.4245925,331.8032241
9.08631916,11.44587819,16.18468595,362.6924359,352.4245925,331.8032241
8.615191452,11.44587819,16.18468595,364.7425925,352.4245925,331.8032241
9.08631916,11.91857562,16.18468595,362.6924359,350.3676051,331.8032241
8.615191452,11.44587819,16.18468595,364.7425925,352.4245925,331.8032241
9.557707945,11.91857562,16.18468595,360.6411432,350.3676051,331.8032241
8.615191452,11.44587819,16.18468595,364.7425925,352.4245925,331.8032241
10.97344293,11.44587819,16.18468595,354.480439,352.4245925,331.8032241
10.02935802,11.91857562,16.18468595,358.5887135,350.3676051,331.8032241
9.557707945,11.44587819,16.18468595,360.6411432,352.4245925,331.8032241
8.615191452,11.91857562,16.18468595,364.7425925,350.3676051,331.8032241
10.02935802,11.44587819,16.18468595,358.5887135,352.4245925,331.8032241
9.08631916,11.91857562,16.18468595,362.6924359,350.3676051,331.8032241
10.50126961,11.91857562,16.18468595,356.5351457,350.3676051,331.8032241
10.02935802,11.44587819,16.18468595,358.5887135,352.4245925,331.8032241
9.557707945,11.91857562,16.18468595,360.6411432,350.3676051,331.8032241
9.08631916,11.44587819,16.18468595,362.6924359,352.4245925,331.8032241
11.44587819,11.44587819,16.18468595,352.4245925,352.4245925,331.8032241
9.557707945,11.91857562,16.18468595,360.6411432,350.3676051,331.8032241
11.44587819,11.44587819,16.18468595,352.4245925,352.4245925,331.8032241
9.557707945,11.91857562,16.18468595,360.6411432,350.3676051,331.8032241
11.91857562,11.44587819,16.18468595,350.3676051,352.4245925,331.8032241
9.557707945,11.91857562,16.18468595,360.6411432,350.3676051,331.8032241
10.02935802,11.91857562,16.18468595,358.5887135,350.3676051,331.8032241
10.97344293,11.91857562,16.18468595,354.480439,350.3676051,331.8032241
9.557707945,11.91857562,16.18468595,360.6411432,350.3676051,331.8032241
9.08631916,11.91857562,16.18468595,362.6924359,350.3676051,331.8032241
10.02935802,11.91857562,16.18468595,358.5887135,350.3676051,331.8032241
9.557707945,11.91857562,16.18468595,360.6411432,350.3676051,331.8032241
9.08631916,11.91857562,16.18468595,362.6924359,350.3676051,331.8032241
10.02935802,12.39153543,16.18468595,358.5887135,348.3094759,331.8032241
10.50126961,11.91857562,16.18468595,356.5351457,350.3676051,331.8032241
10.02935802,12.39153543,16.18468595,358.5887135,348.3094759,331.8032241
10.50126961,12.39153543,16.18468595,356.5351457,348.3094759,331.8032241
10.02935802,12.39153543,16.18468595,358.5887135,348.3094759,331.8032241
10.50126961,12.39153543,16.18468595,356.5351457,348.3094759,331.8032241
10.02935802,12.39153543,16.18468595,358.5887135,348.3094759,331.8032241
10.97344293,12.86475784,16.18468595,354.480439,346.250204,331.8032241
10.50126961,12.39153543,16.18468595,356.5351457,348.3094759,331.8032241
10.02935802,12.86475784,16.18468595,358.5887135,346.250204,331.8032241
11.91857562,12.39153543,16.18468595,350.3676051,348.3094759,331.8032241
10.97344293,12.86475784,16.18468595,354.480439,346.250204,331.8032241
10.02935802,12.86475784,16.18468595,358.5887135,346.250204,331.8032241
10.50126961,12.39153543,16.18468595,356.5351457,348.3094759,331.8032241
9.557707945,12.86475784,16.18468595,360.6411432,346.250204,331.8032241
10.50126961,12.86475784,16.18468595,356.5351457,346.250204,331.8032241
11.44587819,12.86475784,16.18468595,352.4245925,346.250204,331.8032241
10.02935802,13.33824307,16.18468595,358.5887135,344.1897885,331.8032241
10.97344293,12.86475784,16.18468595,354.480439,346.250204,331.8032241
11.44587819,13.33824307,16.18468595,352.4245925,344.1897885,331.8032241
10.02935802,12.86475784,16.18468595,358.5887135,346.250204,331.8032241
10.97344293,13.33824307,16.18468595,354.480439,344.1897885,331.8032241
10.50126961,13.33824307,16.18468595,356.5351457,344.1897885,331.8032241
9.08631916,13.33824307,16.18468595,362.6924359,344.1897885,331.8032241
10.50126961,12.86475784,16.18468595,356.5351457,346.250204,331.8032241
11.44587819,13.33824307,16.18468595,352.4245925,344.1897885,331.8032241
10.02935802,13.33824307,16.18468595,358.5887135,344.1897885,331.8032241
10.02935802,13.33824307,16.18468595,358.5887135,344.1897885,331.8032241
10.97344293,13.33824307,16.18468595,354.480439,344.1897885,331.8032241
10.02935802,13.33824307,16.18468595,358.5887135,344.1897885,331.8032241
10.50126961,13.33824307,16.18468595,356.5351457,344.1897885,331.8032241
11.91857562,13.33824307,16.18468595,350.3676051,344.1897885,331.8032241
10.50126961,13.81199134,16.18468595,356.5351457,342.1282282,331.8032241
10.97344293,13.33824307,16.18468595,354.480439,344.1897885,331.8032241
11.44587819,13.81199134,16.18468595,352.4245925,342.1282282,331.8032241
10.97344293,13.33824307,16.66001706,354.480439,344.1897885,329.734776
10.50126961,13.81199134,16.18468595,356.5351457,342.1282282,331.8032241
11.44587819,13.33824307,16.18468595,352.4245925,344.1897885,331.8032241
10.97344293,13.81199134,16.18468595,354.480439,342.1282282,331.8032241
11.91857562,13.81199134,16.18468595,350.3676051,342.1282282,331.8032241
11.44587819,13.33824307,16.18468595,352.4245925,344.1897885,331.8032241
10.97344293,13.81199134,16.66001706,354.480439,342.1282282,329.734776
11.44587819,13.33824307,16.18468595,352.4245925,344.1897885,331.8032241
10.97344293,13.81199134,16.18468595,354.480439,342.1282282,331.8032241
11.44587819,13.33824307,16.18468595,352.4245925,344.1897885,331.8032241
11.91857562,13.81199134,16.18468595,350.3676051,342.1282282,331.8032241
11.44587819,13.81199134,16.18468595,352.4245925,342.1282282,331.8032241
10.02935802,13.81199134,16.66001706,358.5887135,342.1282282,329.734776
12.39153543,13.81199134,16.18468595,348.3094759,342.1282282,331.8032241
11.44587819,13.81199134,16.18468595,352.4245925,342.1282282,331.8032241
11.91857562,13.81199134,16.18468595,350.3676051,342.1282282,331.8032241
10.97344293,13.81199134,16.18468595,354.480439,342.1282282,331.8032241
11.44587819,13.81199134,16.66001706,352.4245925,342.1282282,329.734776
10.97344293,13.81199134,16.18468595,354.480439,342.1282282,331.8032241
11.91857562,13.81199134,16.66001706,350.3676051,342.1282282,329.734776
10.97344293,13.81199134,16.18468595,354.480439,342.1282282,331.8032241
11.91857562,13.81199134,16.66001706,350.3676051,342.1282282,329.734776
11.44587819,13.81199134,16.18468595,352.4245925,342.1282282,331.8032241
11.44587819,13.81199134,16.66001706,352.4245925,342.1282282,329.734776
11.91857562,13.81199134,16.18468595,350.3676051,342.1282282,331.8032241
11.44587819,13.81199134,16.18468595,352.4245925,342.1282282,331.8032241
11.44587819,13.81199134,16.66001706,352.4245925,342.1282282,329.734776
11.91857562,13.81199134,16.18468595,350.3676051,342.1282282,331.8032241
11.44587819,14.28600286,16.66001706,352.4245925,340.0655224,329.734776
11.91857562,13.81199134,16.18468595,350.3676051,342.1282282,331.8032241
11.44587819,14.28600286,16.66001706,352.4245925,340.0655224,329.734776
11.91857562,13.81199134,16.18468595,350.3676051,342.1282282,331.8032241
11.44587819,14.28600286,16.66001706,352.4245925,340.0655224,329.734776
11.91857562,13.81199134,16.18468595,350.3676051,342.1282282,331.8032241
11.44587819,13.81199134,16.18468595,352.4245925,342.1282282,331.8032241
11.91857562,13.81199134,16.66001706,350.3676051,342.1282282,329.734776
11.44587819,13.81199134,16.18468595,352.4245925,342.1282282,331.8032241
11.91857562,13.81199134,16.66001706,350.3676051,342.1282282,329.734776
11.44587819,14.28600286,16.66001706,352.4245925,340.0655224,329.734776
11.91857562,13.81199134,16.18468595,350.3676051,342.1282282,331.8032241
11.44587819,14.28600286,16.66001706,352.4245925,340.0655224,329.734776
11.91857562,13.81199134,16.18468595,350.3676051,342.1282282,331.8032241
11.91857562,14.28600286,16.66001706,350.3676051,340.0655224,329.734776
11.91857562,14.28600286,16.66001706,350.3676051,340.0655224,329.734776
11.91857562,14.28600286,16.18468595,350.3676051,340.0655224,331.8032241
11.91857562,13.81199134,16.66001706,350.3676051,342.1282282,329.734776
11.91857562,14.28600286,16.18468595,350.3676051,340.0655224,331.8032241
11.91857562,14.28600286,16.66001706,350.3676051,340.0655224,329.734776
12.39153543,13.81199134,16.18468595,348.3094759,342.1282282,331.8032241
11.91857562,14.28600286,16.66001706,350.3676051,340.0655224,329.734776
12.39153543,13.81199134,16.18468595,348.3094759,342.1282282,331.8032241
11.91857562,14.28600286,16.66001706,350.3676051,340.0655224,329.734776
