Time,60 F,65 F,70 F,Time,68 F
114.00,3.80625,4.20,4.33,119,4.4625
114.00,3.9375,3.94,4.33,119,4.4625
114.00,3.80625,3.81,4.33,119,4.4625
114.00,3.9375,3.94,4.20,119,4.4625
114.00,3.9375,4.07,4.33,120,4.4625
114.00,3.9375,4.20,4.33,120,4.4625
114.00,3.9375,4.07,4.20,120,4.4625
114.00,3.80625,3.94,4.33,120,4.4625
115.00,3.80625,3.94,4.20,121,4.4625
115.00,3.9375,3.94,4.20,121,4.4625
115.00,3.80625,4.07,4.33,121,4.4625
115.00,3.9375,4.20,4.20,121,4.4625
115.00,3.80625,4.07,4.33,122,4.4625
115.00,3.9375,3.94,4.20,122,4.4625
115.00,3.80625,4.07,4.33,122,4.4625
115.00,3.9375,3.94,4.20,122,4.4625
116.00,3.80625,3.94,4.20,122,4.4625
116.00,3.9375,3.94,4.33,123,4.4625
116.00,3.9375,4.07,4.20,123,4.4625
116.00,3.80625,3.94,4.33,123,4.4625
116.00,3.80625,4.20,4.20,123,4.4625
117.00,3.9375,4.07,4.33,123,4.4625
117.00,3.9375,3.94,4.20,124,4.4625
117.00,3.80625,4.20,4.33,124,4.4625
117.00,3.9375,4.07,4.20,124,4.4625
117.00,3.80625,3.94,4.33,124,4.4625
117.00,3.9375,3.81,4.20,124,4.4625
118.00,3.80625,3.94,4.33,124,4.4625
118.00,3.9375,3.81,4.20,125,4.4625
118.00,3.80625,3.94,4.33,125,4.4625
118.00,3.9375,3.81,4.33,125,4.4625
118.00,3.80625,3.94,4.33,125,4.4625
118.00,3.9375,4.07,4.33,125,4.4625
118.00,3.80625,3.94,4.33,126,4.4625
119.00,3.9375,3.81,4.33,126,4.4625
119.00,3.80625,3.94,4.33,126,4.4625
119.00,3.9375,3.81,4.33,126,4.4625
119.00,3.9375,3.94,4.33,127,4.4625
119.00,3.9375,3.94,4.33,127,4.4625
120.00,3.9375,3.94,4.33,127,4.4625
120.00,3.80625,4.07,4.33,127,4.4625
120.00,3.9375,4.20,4.33,128,4.4625
120.00,3.9375,4.07,4.33,128,4.4625
120.00,3.9375,3.94,4.33,128,4.4625
121.00,3.80625,4.07,4.33,129,4.4625
121.00,3.9375,4.07,4.33,129,4.4625
121.00,3.9375,4.07,4.33,129,4.4625
121.00,3.9375,3.94,4.33,129,4.4625
122.00,3.80625,3.94,4.33,130,4.4625
122.00,3.9375,3.94,4.33,130,4.4625
122.00,3.9375,4.07,4.33,130,4.4625
122.00,3.9375,4.07,4.33,130,4.4625
123.00,3.9375,4.07,4.33,131,4.4625
123.00,3.9375,3.94,4.33,131,4.4625
123.00,3.9375,3.94,4.33,131,4.4625
123.00,3.9375,4.07,4.33,131,4.4625
124.00,3.9375,4.07,4.33,132,4.4625
124.00,3.9375,3.94,4.33,132,4.4625
124.00,3.9375,4.07,4.33,132,4.4625
124.00,3.9375,3.94,4.33,133,4.4625
124.00,3.9375,4.07,4.33,133,4.4625
124.00,3.9375,3.94,4.33,133,4.4625
124.00,3.9375,3.94,4.33,133,4.4625
125.00,3.9375,4.07,4.33,134,4.4625
125.00,3.9375,3.94,4.33,134,4.4625
125.00,3.9375,4.07,4.33,134,4.4625
125.00,,3.94,4.33,134,4.4625
125.00,,3.94,4.33,134,4.4625
125.00,,4.07,4.33,135,4.4625
126.00,,3.94,4.33,135,4.4625
126.00,,4.07,4.33,135,4.4625
126.00,,3.94,4.33,135,4.4625
126.00,,4.07,4.33,136,4.4625
126.00,,4.07,4.33,136,4.4625
126.00,,3.94,4.33,136,4.4625
127.00,,3.94,4.33,136,4.4625
127.00,,4.07,4.46,137,4.4625
127.00,,3.94,4.33,137,4.4625
127.00,,4.07,4.33,137,4.4625
127.00,,3.94,4.33,138,4.4625
128.00,,4.07,4.46,138,4.4625
128.00,,3.94,4.33,138,4.4625
128.00,,4.07,4.33,138,4.4625
128.00,,3.94,4.33,139,4.4625
128.00,,4.07,4.33,139,4.4625
128.00,,3.94,4.33,139,4.4625
128.00,,3.94,4.46,140,4.4625
129.00,,4.07,4.33,140,4.4625
129.00,,3.94,4.46,140,4.4625
129.00,,4.07,4.46,140,4.4625
129.00,,4.07,4.33,141,4.4625
129.00,,3.94,4.33,141,4.4625
130.00,,4.07,4.46,141,4.4625
130.00,,3.94,4.33,141,4.4625
130.00,,4.07,4.46,142,4.4625
130.00,,3.94,4.33,142,4.4625
130.00,,4.07,4.33,142,4.4625
130.00,,4.20,4.33,143,4.4625
130.00,,4.33,4.33,143,4.4625
131.00,,4.20,4.33,143,4.4625
131.00,,4.20,4.46,143,4.4625
131.00,,4.07,4.33,144,4.4625
131.00,,4.20,4.33,144,4.4625
131.00,,4.20,4.33,144,4.4625
132.00,,4.20,4.46,145,4.4625
132.00,,4.20,4.33,145,4.4625
132.00,,4.20,4.33,145,4.4625
132.00,,4.07,4.33,145,4.4625
133.00,,4.20,4.33,145,4.4625
133.00,,4.07,4.33,146,4.4625
133.00,,4.20,4.33,146,4.4625
133.00,,4.07,4.33,146,4.4625
133.00,,4.20,4.33,147,4.4625
133.00,,4.07,4.33,147,4.4625
133.00,,4.20,4.33,147,4.4625
134.00,,4.07,4.33,147,4.4625
134.00,,4.20,4.33,148,4.4625
134.00,,4.07,4.33,148,4.4625
134.00,,4.07,4.33,148,4.4625
134.00,,4.20,4.33,148,4.4625
134.00,,4.07,4.46,148,4.4625
135.00,,3.94,4.33,149,4.4625
135.00,,4.07,4.46,149,4.4625
135.00,,4.07,4.33,149,4.4625
135.00,,4.07,4.33,150,4.4625
135.00,,4.07,4.33,150,4.4625
136.00,,3.94,4.33,150,4.4625
136.00,,4.07,4.33,150,4.4625
136.00,,4.07,4.33,151,4.4625
136.00,,4.20,4.33,151,4.4625
136.00,,4.20,4.33,151,4.4625
136.00,,4.20,4.33,151,4.4625
137.00,,4.07,4.33,152,4.4625
137.00,,3.94,4.33,152,4.4625
137.00,,4.07,4.33,152,4.4625
137.00,,4.07,4.33,153,4.4625
137.00,,3.94,4.33,153,4.4625
137.00,,4.20,4.33,153,4.4625
137.00,,4.07,4.33,153,4.4625
138.00,,4.07,4.33,154,4.4625
138.00,,4.07,4.33,154,4.4625
138.00,,3.94,4.33,154,4.4625
138.00,,4.07,4.33,154,4.4625
139.00,,4.20,4.33,155,4.4625
139.00,,4.07,4.46,155,4.4625
139.00,,4.07,4.46,155,4.4625
139.00,,4.20,4.46,155,4.4625
139.00,,4.20,4.46,156,4.4625
140.00,,4.20,4.46,156,4.4625
140.00,,4.07,4.33,156,4.4625
140.00,,4.07,4.46,156,4.4625
141.00,,4.07,4.33,157,4.4625
141.00,,4.20,4.46,157,4.4625
141.00,,4.07,4.33,157,4.4625
141.00,,4.20,4.46,157,4.4625
141.00,,4.07,4.46,158,4.4625
141.00,,4.07,4.46,158,4.4625
142.00,,4.07,4.46,158,4.4625
142.00,,4.07,4.46,158,4.4625
142.00,,4.07,4.46,159,4.4625
142.00,,4.20,4.46,159,4.4625
143.00,,4.33,4.46,159,4.4625
143.00,,4.07,4.46,159,4.4625
143.00,,4.20,4.46,160,4.4625
143.00,,4.07,4.46,160,4.4625
143.00,,4.07,4.46,160,4.4625
143.00,,4.20,4.46,160,4.4625
143.00,,4.07,4.46,161,4.4625
144.00,,4.07,4.46,161,4.4625
144.00,,4.20,,161,4.4625
144.00,,4.07,,162,4.4625
144.00,,3.94,,162,4.4625
144.00,,4.07,,162,4.4625
144.00,,4.20,,162,4.4625
145.00,,4.20,,162,4.4625
145.00,,4.07,,162,4.4625
145.00,,4.07,,163,4.4625
145.00,,4.20,,163,4.4625
146.00,,4.07,,163,4.4625
146.00,,4.07,,164,4.4625
146.00,,4.20,,164,4.4625
146.00,,4.07,,,
146.00,,4.20,,,
146.00,,4.07,,,
147.00,,4.07,,,
147.00,,4.20,,,
147.00,,4.20,,,
147.00,,4.07,,,
147.00,,4.20,,,
148.00,,4.07,,,
148.00,,4.07,,,
148.00,,4.20,,,
148.00,,4.07,,,
148.00,,4.20,,,
149.00,,4.33,,,
149.00,,4.07,,,
149.00,,4.07,,,
149.00,,4.20,,,
149.00,,4.07,,,
150.00,,4.07,,,
150.00,,4.07,,,
150.00,,4.07,,,
151.00,,4.07,,,
151.00,,4.20,,,
151.00,,4.20,,,
151.00,,4.20,,,
152.00,,4.20,,,
152.00,,4.20,,,
152.00,,4.20,,,
152.00,,4.20,,,
153.00,,4.20,,,
153.00,,4.20,,,
153.00,,4.20,,,
154.00,,4.20,,,
154.00,,4.20,,,
154.00,,4.20,,,
154.00,,4.07,,,
155.00,,4.07,,,
155.00,,4.20,,,
155.00,,4.07,,,
155.00,,4.20,,,
155.00,,4.20,,,
156.00,,4.20,,,
156.00,,4.07,,,
156.00,,4.20,,,
156.00,,4.07,,,
156.00,,4.20,,,
157.00,,4.20,,,
157.00,,4.20,,,
157.00,,4.07,,,
157.00,,4.20,,,
157.00,,4.20,,,
158.00,,4.20,,,
158.00,,4.20,,,
158.00,,4.20,,,
158.00,,4.20,,,
159.00,,4.07,,,
159.00,,4.20,,,
159.00,,4.20,,,
159.00,,4.07,,,
160.00,,4.07,,,
160.00,,4.07,,,
160.00,,4.20,,,
160.00,,4.20,,,
160.00,,4.07,,,
161.00,,3.94,,,
161.00,,4.07,,,
161.00,,4.07,,,
161.00,,4.20,,,
162.00,,4.20,,,
162.00,,4.07,,,
162.00,,4.07,,,
162.00,,4.20,,,
162.00,,4.07,,,
162.00,,3.94,,,
162.00,,4.07,,,
163.00,,4.07,,,
163.00,,3.94,,,
163.00,,4.20,,,
163.00,,4.07,,,
163.00,,4.07,,,
164.00,,4.20,,,
164.00,,4.33,,,
